Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2021-01-29,80.04000091552734,80.33999633789062,79.33999633789062,79.33999633789062,7615,0.0,0.0,0.0
2021-02-01,80.11000061035156,80.62999725341797,80.11000061035156,80.47000122070312,2474,0.0,0.0,0.0
2021-02-02,81.19999694824219,81.91000366210938,81.19999694824219,81.83999633789062,923309,0.0,0.0,0.0
2021-02-03,82.79000091552734,82.79000091552734,82.02999877929688,82.23999786376953,2358,0.0,0.0,0.0
2021-02-04,82.33999633789062,83.12000274658203,82.33999633789062,83.0199966430664,557941,0.0,0.0,0.0
2021-02-05,83.2300033569336,83.66999816894531,83.2300033569336,83.38999938964844,7333,0.0,0.0,0.0
2021-02-08,83.9000015258789,84.0,83.62000274658203,83.69999694824219,2277,0.0,0.0,0.0
2021-02-09,83.61000061035156,83.72000122070312,83.30000305175781,83.55000305175781,4521,0.0,0.0,0.0
2021-02-10,83.77999877929688,83.77999877929688,83.06999969482422,83.22000122070312,8766,0.0,0.0,0.0
2021-02-11,83.33999633789062,83.70999908447266,83.33999633789062,83.70999908447266,288493,0.0,0.0,0.0
2021-02-12,83.58999633789062,84.27999877929688,83.22000122070312,84.27999877929688,7835,0.0,0.0,0.0
2021-02-15,84.80999755859375,85.30000305175781,84.7300033569336,85.13999938964844,12360,0.0,0.0,0.0
2021-02-16,85.2300033569336,85.30999755859375,84.87000274658203,85.02999877929688,105602,0.0,0.0,0.0
2021-02-17,84.68000030517578,84.97000122070312,84.36000061035156,84.36000061035156,714163,0.0,0.0,0.0
2021-02-18,84.5199966430664,84.62000274658203,83.77999877929688,83.98999786376953,394582,0.0,0.0,0.0
2021-02-19,84.13999938964844,84.91999816894531,84.0199966430664,84.77999877929688,175945,0.0,0.0,0.0
2021-02-22,84.0,84.52999877929688,83.66999816894531,84.41999816894531,20072,0.0,0.0,0.0
2021-02-23,84.54000091552734,84.54000091552734,83.26000213623047,84.16999816894531,14236,0.0,0.0,0.0
2021-02-24,84.26000213623047,84.66000366210938,84.0199966430664,84.55999755859375,162966,0.0,0.0,0.0
2021-02-25,85.05999755859375,85.05999755859375,84.06999969482422,84.06999969482422,146542,0.0,0.0,0.0
2021-02-26,83.12000274658203,83.9000015258789,82.86000061035156,82.94999694824219,6282,0.0,0.0,0.0
2021-03-01,84.2300033569336,84.61000061035156,83.87999725341797,84.61000061035156,3185,0.0,0.0,0.0
2021-03-02,84.38999938964844,85.0,84.33999633789062,84.5999984741211,301807,0.0,0.0,0.0
2021-03-03,85.0999984741211,85.33000183105469,84.20999908447266,84.75,5983,0.0,0.0,0.0
2021-03-04,84.44000244140625,84.80999755859375,84.02999877929688,84.54000091552734,33989,0.0,0.0,0.0
2021-03-05,83.87000274658203,84.75,83.44999694824219,83.72000122070312,6184,0.0,0.0,0.0
2021-03-08,84.19999694824219,86.0,84.04000091552734,85.9000015258789,29091,0.0,0.0,0.0
2021-03-09,85.83999633789062,86.6500015258789,85.80999755859375,86.45999908447266,28771,0.0,0.0,0.0
2021-03-10,86.4000015258789,87.20999908447266,86.4000015258789,87.20999908447266,1461,0.0,0.0,0.0
2021-03-11,87.5999984741211,87.80000305175781,87.36000061035156,87.79000091552734,11774,0.0,0.0,0.0
2021-03-12,87.36000061035156,87.5199966430664,87.19000244140625,87.5199966430664,13784,0.0,0.0,0.0
2021-03-15,87.7300033569336,88.0199966430664,87.20999908447266,87.4000015258789,2568,0.0,0.0,0.0
2021-03-16,87.80000305175781,88.01000213623047,87.61000061035156,87.87000274658203,10359,0.0,0.0,0.0
2021-03-17,87.93000030517578,87.93000030517578,87.62999725341797,87.91000366210938,305,0.0,0.0,0.0
2021-03-18,88.2699966430664,88.45999908447266,88.08999633789062,88.31999969482422,2016270,0.0,0.0,0.0
2021-03-19,87.66000366210938,88.0,87.19999694824219,87.61000061035156,1202549,0.0,0.0,0.0
2021-03-22,87.06999969482422,87.66000366210938,87.06999969482422,87.5199966430664,1571,0.0,0.0,0.0
2021-03-23,87.12000274658203,87.66000366210938,86.98999786376953,87.30999755859375,686,0.0,0.0,0.0
2021-03-24,86.79000091552734,87.47000122070312,86.79000091552734,87.43000030517578,30008,0.0,0.0,0.0
2021-03-25,87.0999984741211,87.51000213623047,86.44000244140625,87.51000213623047,87892,0.0,0.0,0.0
2021-03-26,88.12999725341797,88.41999816894531,87.91000366210938,88.41000366210938,36029,0.0,0.0,0.0
2021-03-29,88.69000244140625,88.79000091552734,88.33000183105469,88.72000122070312,37064,0.0,0.0,0.0
2021-03-30,89.16000366210938,89.70999908447266,89.02999877929688,89.6500015258789,88424,0.0,0.0,0.0
2021-03-31,89.5999984741211,89.66999816894531,89.37999725341797,89.44999694824219,133419,0.0,0.0,0.0
2021-04-01,89.86000061035156,90.19999694824219,89.75,90.19999694824219,67633,0.0,0.0,0.0
2021-04-06,90.8499984741211,91.0999984741211,90.69000244140625,90.77999877929688,3656,0.0,0.0,0.0
2021-04-07,90.62999725341797,90.80000305175781,90.38999938964844,90.47000122070312,2562,0.0,0.0,0.0
2021-04-08,90.80999755859375,90.93000030517578,90.61000061035156,90.93000030517578,17747,0.0,0.0,0.0
2021-04-09,90.88999938964844,91.06999969482422,90.81999969482422,90.93000030517578,13704,0.0,0.0,0.0
2021-04-12,90.7699966430664,90.93000030517578,90.55000305175781,90.55000305175781,9710,0.0,0.0,0.0
2021-04-13,90.69000244140625,90.9000015258789,90.5,90.63999938964844,188901,0.0,0.0,0.0
2021-04-14,90.81999969482422,91.0,90.72000122070312,90.9000015258789,6964,0.0,0.0,0.0
2021-04-15,91.02999877929688,91.37000274658203,90.91999816894531,91.25,9429,0.0,0.0,0.0
2021-04-16,91.36000061035156,92.30999755859375,91.36000061035156,92.20999908447266,50553,0.0,0.0,0.0
2021-04-19,92.36000061035156,92.36000061035156,91.94999694824219,91.98999786376953,185903,0.0,0.0,0.0
2021-04-20,91.88999938964844,91.9000015258789,90.12000274658203,90.16999816894531,4569,0.0,0.0,0.0
2021-04-21,90.7699966430664,91.18000030517578,90.44000244140625,90.95999908447266,5340,0.0,0.0,0.0
2021-04-22,91.4000015258789,91.94999694824219,91.4000015258789,91.83000183105469,536980,0.0,0.0,0.0
2021-04-23,91.69999694824219,91.87000274658203,91.33000183105469,91.83000183105469,2164,0.0,0.0,0.0
2021-04-26,91.80000305175781,92.08000183105469,91.70999908447266,91.98999786376953,9837,0.0,0.0,0.0
2021-04-27,91.9800033569336,91.9800033569336,91.5999984741211,91.80000305175781,1259555,0.0,0.0,0.0
2021-04-28,92.0199966430664,92.23999786376953,91.7300033569336,92.01000213623047,4990,0.0,0.0,0.0
2021-04-29,92.26000213623047,92.31999969482422,91.3499984741211,91.55999755859375,14742,0.0,0.0,0.0
2021-04-30,91.77999877929688,91.80000305175781,91.13999938964844,91.13999938964844,73334,0.0,0.0,0.0
2021-05-03,91.33999633789062,91.93000030517578,90.94999694824219,91.77999877929688,4137,0.0,0.0,0.0
2021-05-04,91.87000274658203,92.19999694824219,89.9800033569336,90.08999633789062,8322,0.0,0.0,0.0
2021-05-05,90.9000015258789,91.94000244140625,90.9000015258789,91.94000244140625,268439,0.0,0.0,0.0
2021-05-06,92.23999786376953,92.5999984741211,91.51000213623047,92.08999633789062,2931,0.0,0.0,0.0
2021-05-07,92.69000244140625,93.0,92.29000091552734,93.0,12979,0.0,0.0,0.0
2021-05-10,93.13999938964844,93.13999938964844,92.66000366210938,92.88999938964844,73015,0.0,0.0,0.0
2021-05-11,91.7699966430664,91.7699966430664,90.45999908447266,91.05000305175781,47460,0.0,0.0,0.0
2021-05-12,91.02999877929688,91.48999786376953,90.80000305175781,91.08999633789062,25359,0.0,0.0,0.0
2021-05-13,89.91000366210938,91.54000091552734,89.0999984741211,91.31999969482422,10411,0.0,0.0,0.0
2021-05-14,91.9000015258789,92.86000061035156,91.66000366210938,92.86000061035156,34766,0.0,0.0,0.0
2021-05-17,93.04000091552734,93.0999984741211,92.51000213623047,92.6500015258789,23728,0.0,0.0,0.0
2021-05-18,93.31999969482422,93.33000183105469,92.33999633789062,92.58999633789062,18865,0.0,0.0,0.0
2021-05-19,91.41999816894531,91.66000366210938,90.0,90.9800033569336,34188,0.0,0.0,0.0
2021-05-20,91.48999786376953,92.44000244140625,90.9800033569336,92.44000244140625,14994,0.0,0.0,0.0
2021-05-21,92.66999816894531,93.12000274658203,92.5199966430664,93.05000305175781,546625,0.0,0.0,0.0
2021-05-24,93.2699966430664,93.6500015258789,93.1500015258789,93.6500015258789,11228,0.0,0.0,0.0
2021-05-25,93.76000213623047,93.83000183105469,93.4000015258789,93.4000015258789,20165,0.0,0.0,0.0
2021-05-26,93.76000213623047,93.76000213623047,93.11000061035156,93.26000213623047,8423,0.0,0.0,0.0
2021-05-27,93.22000122070312,93.81999969482422,93.0,93.4000015258789,1780,0.0,0.0,0.0
2021-05-28,93.6500015258789,94.33999633789062,93.6500015258789,94.18000030517578,5965,0.0,0.0,0.0
2021-05-31,94.18000030517578,94.20999908447266,93.45999908447266,93.45999908447266,5782,0.0,0.0,0.0
2021-06-01,94.06999969482422,94.95999908447266,94.06999969482422,94.2699966430664,29192,0.0,0.0,0.0
2021-06-02,94.37000274658203,94.69000244140625,94.12000274658203,94.69000244140625,11987,0.0,0.0,0.0
2021-06-03,94.5199966430664,94.56999969482422,93.87999725341797,94.41000366210938,12135,0.0,0.0,0.0
2021-06-04,94.48999786376953,94.72000122070312,94.2699966430664,94.69999694824219,2760,0.0,0.0,0.0
2021-06-07,94.41999816894531,95.0199966430664,94.25,94.83000183105469,6131,0.0,0.0,0.0
2021-06-08,94.83000183105469,95.20999908447266,94.80999755859375,94.83000183105469,5621,0.0,0.0,0.0
2021-06-09,94.87000274658203,94.9000015258789,94.55999755859375,94.8499984741211,4067,0.0,0.0,0.0
2021-06-10,94.91000366210938,95.08000183105469,94.62999725341797,94.80000305175781,22565,0.0,0.0,0.0
2021-06-11,94.87000274658203,95.5199966430664,94.86000061035156,95.48999786376953,4734,0.0,0.0,0.0
2021-06-14,95.9800033569336,95.9800033569336,95.56999969482422,95.66999816894531,2291,0.0,0.0,0.0
2021-06-15,96.16999816894531,96.23999786376953,95.9000015258789,95.9000015258789,3059,0.0,0.0,0.0
2021-06-16,96.1500015258789,96.19999694824219,95.87000274658203,96.05999755859375,666,0.0,0.0,0.0
2021-06-17,95.72000122070312,96.36000061035156,95.70999908447266,96.19999694824219,8173,0.0,0.0,0.0
2021-06-18,96.1500015258789,96.26000213623047,94.44999694824219,94.51000213623047,3612,0.0,0.0,0.0
2021-06-21,93.91000366210938,95.16000366210938,93.7699966430664,95.1500015258789,24374,0.0,0.0,0.0
2021-06-22,95.08000183105469,95.47000122070312,94.76000213623047,95.47000122070312,1836,0.0,0.0,0.0
2021-06-23,95.61000061035156,95.61000061035156,94.3499984741211,94.3499984741211,4789,0.0,0.0,0.0
2021-06-24,94.88999938964844,95.52999877929688,94.73999786376953,95.47000122070312,10851,0.0,0.0,0.0
2021-06-25,95.54000091552734,95.54000091552734,95.04000091552734,95.5,7038,0.0,0.0,0.0
2021-06-28,95.2300033569336,95.37999725341797,94.73999786376953,94.73999786376953,2359,0.0,0.0,0.0
2021-06-29,95.0199966430664,95.44999694824219,94.98999786376953,95.1500015258789,2015,0.0,0.0,0.0
2021-06-30,95.19999694824219,95.19999694824219,93.79000091552734,94.30000305175781,13009,0.0,0.0,0.0
2021-07-01,94.9000015258789,95.25,93.8499984741211,94.44000244140625,16452,0.0,0.0,0.0
2021-07-02,94.58999633789062,94.93000030517578,94.44999694824219,94.55000305175781,4929,0.0,0.0,0.0
2021-07-05,94.4000015258789,94.80000305175781,94.0,94.6500015258789,3317,0.0,0.0,0.0
2021-07-06,94.31999969482422,94.51000213623047,93.56999969482422,93.83000183105469,6375,0.0,0.0,0.0
2021-07-07,94.23999786376953,94.43000030517578,94.04000091552734,94.41999816894531,20801,0.0,0.0,0.0
2021-07-08,93.55000305175781,93.55000305175781,91.81999969482422,92.4800033569336,19182,0.0,0.0,0.0
2021-07-09,93.16000366210938,94.25,93.12999725341797,94.25,14735,0.0,0.0,0.0
2021-07-12,94.38999938964844,94.9000015258789,93.83999633789062,94.87999725341797,17778,0.0,0.0,0.0
2021-07-13,94.8499984741211,94.95999908447266,94.68000030517578,94.8499984741211,3053,0.0,0.0,0.0
2021-07-14,94.58999633789062,95.0199966430664,94.5,94.98999786376953,941,0.0,0.0,0.0
2021-07-15,94.62000274658203,94.79000091552734,93.77999877929688,93.91999816894531,1915,0.0,0.0,0.0
2021-07-16,94.0199966430664,94.13999938964844,93.08999633789062,93.52999877929688,873,0.0,0.0,0.0
2021-07-19,92.58000183105469,92.58000183105469,90.61000061035156,91.08999633789062,12863,0.0,0.0,0.0
2021-07-20,91.75,92.1500015258789,90.93000030517578,91.66999816894531,14219,0.0,0.0,0.0
2021-07-21,92.4800033569336,93.37999725341797,92.20999908447266,93.30999755859375,24879,0.0,0.0,0.0
2021-07-22,93.95999908447266,94.5199966430664,93.93000030517578,94.08000183105469,1327,0.0,0.0,0.0
2021-07-23,94.5,95.33999633789062,94.5,95.33999633789062,9988,0.0,0.0,0.0
2021-07-26,94.77999877929688,95.1500015258789,94.41999816894531,95.06999969482422,9022,0.0,0.0,0.0
2021-07-27,94.76000213623047,94.76000213623047,94.13999938964844,94.2300033569336,5493,0.0,0.0,0.0
2021-07-28,94.41999816894531,95.13999938964844,94.30000305175781,95.13999938964844,7379,0.0,0.0,0.0
2021-07-29,95.43000030517578,95.62999725341797,95.33000183105469,95.47000122070312,7279,0.0,0.0,0.0
2021-07-30,94.79000091552734,95.13999938964844,94.66000366210938,94.79000091552734,3543,0.0,0.0,0.0
2021-08-02,95.62999725341797,95.8499984741211,95.19000244140625,95.44000244140625,5647,0.0,0.0,0.0
2021-08-03,95.25,95.62000274658203,95.25,95.43000030517578,1956,0.0,0.0,0.0
2021-08-04,95.93000030517578,96.12999725341797,95.76000213623047,96.08000183105469,4461,0.0,0.0,0.0
2021-08-05,96.19000244140625,96.58999633789062,96.19000244140625,96.5,13161,0.0,0.0,0.0
2021-08-06,96.45999908447266,96.95999908447266,96.33000183105469,96.79000091552734,4759,0.0,0.0,0.0
2021-08-09,96.95999908447266,96.95999908447266,96.7300033569336,96.83000183105469,1068,0.0,0.0,0.0
2021-08-10,97.0199966430664,97.25,96.97000122070312,97.12000274658203,3618,0.0,0.0,0.0
2021-08-11,97.33000183105469,97.76000213623047,97.02999877929688,97.52999877929688,2842,0.0,0.0,0.0
2021-08-12,97.55999755859375,98.08000183105469,97.55999755859375,98.02999877929688,7306,0.0,0.0,0.0
2021-08-13,97.98999786376953,98.29000091552734,97.94999694824219,98.08999633789062,2575,0.0,0.0,0.0
2021-08-16,97.33999633789062,97.62999725341797,97.1500015258789,97.37000274658203,15767,0.0,0.0,0.0
2021-08-17,96.98999786376953,97.37000274658203,96.77999877929688,97.30000305175781,3645,0.0,0.0,0.0
2021-08-18,97.38999938964844,97.38999938964844,96.88999938964844,97.12000274658203,39676,0.0,0.0,0.0
2021-08-19,95.61000061035156,95.94999694824219,94.63999938964844,95.58999633789062,28236,0.0,0.0,0.0
2021-08-20,95.69000244140625,96.13999938964844,95.25,96.12999725341797,6783,0.0,0.0,0.0
2021-08-23,96.86000061035156,96.94000244140625,96.43000030517578,96.80000305175781,2991,0.0,0.0,0.0
2021-08-24,97.26000213623047,97.29000091552734,96.51000213623047,96.86000061035156,10450,0.0,0.0,0.0
2021-08-25,97.08000183105469,97.08000183105469,96.88999938964844,96.91999816894531,2044,0.0,0.0,0.0
2021-08-26,96.30999755859375,96.66000366210938,96.11000061035156,96.6500015258789,88650,0.0,0.0,0.0
